manifest_id,doc_id,source_domain,event_published_at,event_ts_hour,title,generated_on
690,ZZM_CN_300f9d3f0944,zzmetro.cn,2011-05-11 12:49:00,2011-05-11 12:00:00,"2011-05-11 管理用户 8816 市国资委副主任曹苏非一行到公司调研 5月5日上午，市国资委副主任曹苏非带领市国资委第一监事会主席牛长现、市国资委监事会主任科员陈国平到郑州市轨道
    交通有限公司调研郑州市轨道交通设计研究院有限公... 5月5日上午，市国资委副主任曹苏非带领市国资委第一监事会主席牛长现、市国资委监事会主任科员陈国平到郑州市轨道
    交通有限公司调研郑州市轨道交通设",2025-12-24
691,ZZM_CN_59509a4867a6,zzmetro.cn,2011-05-11 12:48:00,2011-05-11 12:00:00,2011-05-11 管理用户 8356 公司召开2011年一季度安委会会议暨平安建设工作会 5月4日下午，公司在小会议室召开了2011年一季度安委会会议暨平安建设工作会，公司副总经理袁聚亮、张洲，总工程师夏景辉，总经理助理祁秋芳、宋艺宏，以及安委会其他成员参加了会... 5月4日下午，公司在小会议室召开了2011年一季度安委会会议暨平安建设工作会，公司副总经理袁聚亮、张洲，总工程师夏景辉，总经理,2025-12-24
692,ZZM_CN_0621a969f279,zzmetro.cn,2011-05-11 11:55:00,2011-05-11 11:00:00,"2011-05-11 管理用户 9255 郑州市轨道交通有限公司和郑州市中心医院联合举办免费体检公益活动 温暖春天 关爱健康
——郑州市轨道交通有限公司和郑州市中心医院联合举办免费体检公益活动
 
为认真贯彻落实科学发展观，体现以人为本理念，促进社会和谐，充分表达对奋战在我市... 温暖春天 关爱健康
——郑州市轨道交通有限公司和郑州市中心医院联合举办免费体检公益活动
 
为认真贯彻落实科学发展观",2025-12-24
693,ZZM_CN_ec4da00219b6,zzmetro.cn,2011-05-11 11:53:00,2011-05-11 11:00:00,2011-05-11 管理用户 8844 “五一”劳动节 戴用堆等慰问参建单位 在“五一”国际劳动节到来之际，郑州市轨道交通有限公司党委书记、董事长戴用堆，携带水果、饮料等慰问品，来到1、2号线建设工地，亲切慰问节假日期间坚守岗位的劳动者，并就进一... 在“五一”国际劳动节到来之际，郑州市轨道交通有限公司党委书记、董事长戴用堆，携带水果、饮料等慰问品，来到1、2号线建设工地，亲切慰问节假日期间坚,2025-12-24
694,ZZM_CN_4c0255acd562,zzmetro.cn,2011-05-11 11:53:00,2011-05-11 11:00:00,2011-05-11 管理用户 8535 市领导乔新国查看1号线车辆段征迁工作进展情况 4月29日，市委、市政府驻郑州市轨道交通有限公司首席服务官、郑州市正市级领导乔新国在郑州市轨道交通有限公司党委书记、董事长戴用堆，市纪委、市监察局驻轨道公司特派员... 4月29日，市委、市政府驻郑州市轨道交通有限公司首席服务官、郑州市正市级领导乔新国在郑州市轨道交通有限公司党委书记、董事长戴用堆，市纪委、市监,2025-12-24
695,ZZM_CN_a7aeadfb7cbc,zzmetro.cn,2011-05-11 11:52:00,2011-05-11 11:00:00,2011-05-11 管理用户 19670 郑州市轨道交通设计研究院有限公司揭牌仪式隆重举行 4月28日上午，郑州市轨道交通设计研究院有限公司揭牌仪式在天地粤海酒店三楼多功能厅举行。省建设厅副厅长张德成、郑州市人民政府副市长张建慧、北京城建集团有限公司副... 4月28日上午，郑州市轨道交通设计研究院有限公司揭牌仪式在天地粤海酒店三楼多功能厅举行。省建设厅副厅长张德成、郑州市人民政府副市长张建慧、,2025-12-24
696,ZZM_CN_b86eaceeb7b5,zzmetro.cn,2011-05-11 11:50:00,2011-05-11 11:00:00,2011-05-11 管理用户 8019 公司党委书记、董事长戴用堆检查1号线工程建设 4月27日上午，郑州市轨道交通有限公司党委书记、董事长戴用堆到1号线光大广场站、综合交通枢纽站、体育中心站，了解工程建设情况，检查指导工作。市纪委、市监察局驻公司特派... 4月27日上午，郑州市轨道交通有限公司党委书记、董事长戴用堆到1号线光大广场站、综合交通枢纽站、体育中心站，了解工程建设情况，检查指导工作,2025-12-24
697,ZZM_CN_54a9eecdc5d4,zzmetro.cn,2011-05-11 11:44:00,2011-05-11 11:00:00,2011-05-11 管理用户 8570 公司召开质量安全专题会 2011年4月22下午，公司在建设分公司会议室召开了轨道交通工程建设质量安全专题会，重点组织学习了省委常委、市委书记连维良对轨道交通建设工程安全质量工作的重要批示。公... 2011年4月22下午，公司在建设分公司会议室召开了轨道交通工程建设质量安全专题会，重点组织学习了省委常委、市委书记连维良对轨道交通建设工程安全质量工作的重要批,2025-12-24
698,ZZM_CN_9bdfa4a13297,zzmetro.cn,2011-05-11 11:43:00,2011-05-11 11:00:00,2011-05-11 管理用户 8995 张建慧副市长到公司现场办公 4月20日，郑州市人民政府副市长张建慧带领市发改、财政、国土、城市管理、规划、园林、公安部门，金水区、管城区、二七区、中原区、郑东新区、高新区、经开区主管领导及供... 4月20日，郑州市人民政府副市长张建慧带领市发改、财政、国土、城市管理、规划、园林、公安部门，金水区、管城区、二七区、中原区、郑东新区、高新区、经开区主管领导及,2025-12-24
699,ZZM_CN_a6efc90f6f89,zzmetro.cn,2011-05-11 11:42:00,2011-05-11 11:00:00,"2011-05-11 管理用户 9746 中共郑州市委常委、统战部长王林贺到公司检查指导工作 4月19日下午，市委常委、统战部长王林贺到郑州市轨道交通有限公司检查指导工作。
    王林贺在公司听取了公司党委书记、董事长戴用堆就工程建设等情况的工作汇报。目前，1... 4月19日下午，市委常委、统战部长王林贺到郑州市轨道交通有限公司检查指导工作。
    王林贺在公司听取了公司党委书记、董事长戴用",2025-12-24
700,ZZM_CN_d8a6053875e5,zzmetro.cn,2011-05-11 11:42:00,2011-05-11 11:00:00,2011-05-11 管理用户 8886 公司与中央美术学院就全网装修概念设计中期成果召开座谈会 2011年4月19日下午，在奥园世贸大厦六楼召开了郑州轨道交通全网装修概念设计中期成果汇报及郑州文化名人座谈会。邀请参会的郑州文化名人有郑州文物局局长闫铁成、郑州社... 2011年4月19日下午，在奥园世贸大厦六楼召开了郑州轨道交通全网装修概念设计中期成果汇报及郑州文化名人座谈会。邀请参会的郑州文化,2025-12-24
701,ZZM_CN_6e48fe2770a5,zzmetro.cn,2011-05-11 11:40:00,2011-05-11 11:00:00,2011-05-11 管理用户 10292 郑州市轨道交通工程首席服务官乔新国召开专题会议协调解决有关问题 4月15日上午，郑州市正市级领导、郑州市轨道交通工程首席服务官乔新国在市政府主持召开专题会议，研究1号线工程建设遗留问题解决办法，向有关单位、有关部门明确时间节点。首... 4月15日上午，郑州市正市级领导、郑州市轨道交通工程首席服务官乔新国在市政府主持召开专题会议，研究1号线工程建设遗留问,2025-12-24
702,ZZM_CN_160b34833970,zzmetro.cn,2011-05-11 11:39:00,2011-05-11 11:00:00,2011-05-11 管理用户 9872 公司召开2011年第一季度安全工作讲评会 2011年4月14日下午，公司在郑州市轨道交通1号线一期工程02合同段项目经理部会议室召开了一季度安全工作讲评会，公司副总经理袁聚亮，质量安全总监崔天麟，质量安全监察部、建设... 2011年4月14日下午，公司在郑州市轨道交通1号线一期工程02合同段项目经理部会议室召开了一季度安全工作讲评会，公司副总经理袁聚亮，,2025-12-24
703,ZZM_CN_57f2258ae886,zzmetro.cn,2011-05-11 11:39:00,2011-05-11 11:00:00,2011-05-11 管理用户 9512 市政府金融办等有关单位到公司调研城际线项目资金筹措情况 4月13日上午，由市政府金融办主任张予红、副主任刘玉波，发改委、财政局、轨道办及国家开发银行、工商银行、招商银行、百瑞信托等金融机构负责同志组成的调研组一行到轨道... 4月13日上午，由市政府金融办主任张予红、副主任刘玉波，发改委、财政局、轨道办及国家开发银行、工商银行、招商银行、百瑞信托等金融机构,2025-12-24
704,ZZM_CN_bcf7c2c633d3,zzmetro.cn,2011-05-11 11:38:00,2011-05-11 11:00:00,2011-05-11 管理用户 9920 市政协主席李秀奇率部分政协委员视察轨道交通建设 4月12日，市政协主席李秀奇率市政协副主席党普选，市政协秘书长张桂兰等，到1号线郑州大学站、紫荆山站、燕庄站和郑州市轨道交通有限公司，视察轨道交通工程建设情况。市政府副... 4月12日，市政协主席李秀奇率市政协副主席党普选，市政协秘书长张桂兰等，到1号线郑州大学站、紫荆山站、燕庄站和郑州市轨道交通有限公司，,2025-12-24
705,ZZM_CN_a0d221352028,zzmetro.cn,2011-05-11 11:35:00,2011-05-11 11:00:00,"2011-05-11 管理用户 11617 公司党委书记、董事长戴用堆检查轨道交通1号线工程建设情况 4月8日，郑州市轨道交通有限公司党委书记、董事长戴用堆，到轨道交通1号线一期工程全线站点，检查工程进度、质量、安全、还路、拆迁、管线迁改等情况。
    目前，1号线一期工... 4月8日，郑州市轨道交通有限公司党委书记、董事长戴用堆，到轨道交通1号线一期工程全线站点，检查工程进度、质量、安全、还",2025-12-24
706,ZZM_CN_2ad683924c81,zzmetro.cn,2011-05-11 11:34:00,2011-05-11 11:00:00,2011-05-11 管理用户 13230 华为技术有限公司副总裁陈斌一行到公司进行交流座谈 4月8日上午，华为技术有限公司副总裁陈斌一行到郑州市轨道交通有限公司交流座谈。公司党委副书记、总经理郭拥军，副总经理马子彦，总工程师夏景辉，郑州地铁派出所所长魏建，总工... 4月8日上午，华为技术有限公司副总裁陈斌一行到郑州市轨道交通有限公司交流座谈。公司党委副书记、总经理郭拥军，副总经理马子彦，总工程,2025-12-24
707,ZZM_CN_a3621bad1309,zzmetro.cn,2011-05-11 11:34:00,2011-05-11 11:00:00,2011-05-11 管理用户 11022 市国资委监事会主席牛长现率检查组到公司进行集中检查 4月7日下午，郑州市国资委第一监事会主席牛长现带领检查组，到郑州市轨道交通有限公司就公司2010年度有关情况进行集中检查。公司党委书记、董事长戴用堆，党委副书记、总经理... 4月7日下午，郑州市国资委第一监事会主席牛长现带领检查组，到郑州市轨道交通有限公司就公司2010年度有关情况进行集中检查。公司党,2025-12-24
708,ZZM_CN_8683f6a9adb7,zzmetro.cn,2011-05-11 11:32:00,2011-05-11 11:00:00,"2011-05-11 管理用户 9719 郑州市老年诗词协会成员参观郑州地铁1号线建设 4月2日上午，原郑州市政协副主席王力健率领郑州市老年诗词协会成员一行十六人，到郑州地铁1号线工程建设现场参观。
    郑州市老年诗词协会成员，多为长期在郑州市工作的老领... 4月2日上午，原郑州市政协副主席王力健率领郑州市老年诗词协会成员一行十六人，到郑州地铁1号线工程建设现场参观。
    郑州市老年诗词",2025-12-24
709,ZZM_CN_8ea49413add8,zzmetro.cn,2011-05-11 11:31:00,2011-05-11 11:00:00,"2011-05-11 管理用户 10029 市政协主席李秀奇到公司调研 3月28日上午，市政协主席李秀奇在市政协调研室主任张英的陪同下，到郑州市轨道交通有限公司调研工程建设情况。
    公司党委书记、董事长戴用堆在办公室向李秀奇汇报了公司... 3月28日上午，市政协主席李秀奇在市政协调研室主任张英的陪同下，到郑州市轨道交通有限公司调研工程建设情况。
    公司党委书记、董事长戴用堆在办公室向",2025-12-24
710,ZZM_CN_a92ee6baf9e4,zzmetro.cn,2011-05-11 11:30:00,2011-05-11 11:00:00,2011-05-11 管理用户 8124 市领导乔新国到公司检查指导工作 3月28日下午，郑州市正市级领导乔新国在市委秘书四处处长冯锦岭的陪同下，到郑州市轨道交通有限公司检查指导工作，了解工程建设过程中遇到的问题，与公司领导共同研究具体解决... 3月28日下午，郑州市正市级领导乔新国在市委秘书四处处长冯锦岭的陪同下，到郑州市轨道交通有限公司检查指导工作，了解工程建设过程中遇到的问题，与公司领导共,2025-12-24
711,ZZM_CN_335c520241b3,zzmetro.cn,2011-05-11 11:29:00,2011-05-11 11:00:00,2011-05-11 管理用户 9907 郑州市政府召开郑州市轨道交通2号线一期工程征地拆迁动员大会 为总结轨道交通工程自开工以来征迁工作所取得的成绩和经验，明确2号线一期工程建设的工作任务和责任，激励全市广大征迁工作者进一步统一思想，提高认识，抢抓机遇，齐心合力，团结... 为总结轨道交通工程自开工以来征迁工作所取得的成绩和经验，明确2号线一期工程建设的工作任务和责任，激励全市广大征迁工作者进一,2025-12-24
712,ZZM_CN_bb8a6da5c31e,zzmetro.cn,2011-05-11 11:25:00,2011-05-11 11:00:00,2011-05-11 管理用户 10148 省人民检察院检察长蔡宁莅临轨道公司调研 3月22日，省人民检察院党组书记、检察长蔡宁莅临郑州市轨道交通有限公司，调研轨道交通工程建设及预防职务犯罪工作。市委常委、政法委书记高建慧，市人民检察院党组书记、检... 3月22日，省人民检察院党组书记、检察长蔡宁莅临郑州市轨道交通有限公司，调研轨道交通工程建设及预防职务犯罪工作。市委常委、政法委书记高建慧，市人,2025-12-24
713,ZZM_CN_972364b79a64,zzmetro.cn,2011-05-11 11:25:00,2011-05-11 11:00:00,2011-05-11 管理用户 9980 公司召开1号线工程建设专题会 为又好又快推进1号线工程建设，调动各方面的积极性，确保实现2011年投资目标和工程建设目标，3月22日下午，公司在会议室召开1号线工程建设专题会，听取1号线工程建设情况汇报，研究... 为又好又快推进1号线工程建设，调动各方面的积极性，确保实现2011年投资目标和工程建设目标，3月22日下午，公司在会议室召开1号线工程建设专题,2025-12-24
714,ZZM_CN_1939163de85f,zzmetro.cn,2011-05-11 11:24:00,2011-05-11 11:00:00,2011-05-11 管理用户 10940 戴用堆董事长检查1号线工程建设工作 3月21日上午，郑州市轨道交通有限公司党委书记、董事长戴用堆带领公司建设管理部门负责人，到轨道交通1号线光大广场站、民航路站、黄河东路站、农业东路站，检查工程进度及还... 3月21日上午，郑州市轨道交通有限公司党委书记、董事长戴用堆带领公司建设管理部门负责人，到轨道交通1号线光大广场站、民航路站、黄河东路站、农业东路,2025-12-24
715,ZZM_CN_7a727cb34473,zzmetro.cn,2011-05-11 11:24:00,2011-05-11 11:00:00,2011-05-11 管理用户 9494 公司举办轨道交通建设工程安全风险管理高端培训会 为更好地应对郑州轨道交通建设工程的安全风险，全面提升安全风险管理水平，3月19日，在保险经纪人和保险人的协助下，公司邀请北京城建设计总院有限公司总工程师杨秀仁先生，举办... 为更好地应对郑州轨道交通建设工程的安全风险，全面提升安全风险管理水平，3月19日，在保险经纪人和保险人的协助下，公司邀请北京城建设计总,2025-12-24
716,ZZM_CN_a7d93e6e6d9b,zzmetro.cn,2011-05-11 11:22:00,2011-05-11 11:00:00,2011-05-11 管理用户 13867 公司党委书记、董事长戴用堆检查1、2号线工程建设 3月16日，郑州市轨道交通有限公司党委书记、董事长戴用堆带领设计、征迁、建设、督查部门负责人，来到1、2号线施工工地，检查工程建设等情况。公司副总经理、建设分公司经理... 3月16日，郑州市轨道交通有限公司党委书记、董事长戴用堆带领设计、征迁、建设、督查部门负责人，来到1、2号线施工工地，检查工程建设等,2025-12-24
717,ZZM_CN_741d25d99f9f,zzmetro.cn,2011-05-11 11:21:00,2011-05-11 11:00:00,2011-05-11 管理用户 10381 南车株洲电力机车有限公司到公司交流座谈 3月15日上午，南车株洲电力机车有限公司执行董事、总经理徐宗祥，副总经理陈又专、副总工程师杨颖、副总经济师单勇、陈成等一行来郑州市轨道交通有限公司交流座谈。公司党... 3月15日上午，南车株洲电力机车有限公司执行董事、总经理徐宗祥，副总经理陈又专、副总工程师杨颖、副总经济师单勇、陈成等一行来郑州市轨道交通有限公司,2025-12-24
718,ZZM_CN_62283e78c3d8,zzmetro.cn,2011-05-11 11:18:00,2011-05-11 11:00:00,2011-05-11 管理用户 11453 公司总经理郭拥军带队检查1号线工程建设情况 3月11日下午，郑州市轨道交通有限公司党委副书记、总经理郭拥军带领工程建设、征迁、质量安全、督察考评等部门负责人，来到1号线农业东路站、黄河东路站、民航路站、光大广... 3月11日下午，郑州市轨道交通有限公司党委副书记、总经理郭拥军带领工程建设、征迁、质量安全、督察考评等部门负责人，来到1号线农业东路站、黄河,2025-12-24
719,ZZM_CN_fcffa0bda05c,zzmetro.cn,2011-03-10 16:02:00,2011-03-10 16:00:00,2011-03-10 管理用户 10491 省人大常委会副主任张程锋率队视察郑州市轨道交通工程1号线西三环站 3月8日上午，河南省人大常委会副主任张程锋带领省人大常委会调研组到郑州市轨道交通1号线西三环站，深入了解郑州市轨道交通工程规划、建设情况，对工程建设提出具体要求。省... 3月8日上午，河南省人大常委会副主任张程锋带领省人大常委会调研组到郑州市轨道交通1号线西三环站，深入了解郑州市轨道交通,2025-12-24
720,ZZM_CN_c61f4191d717,zzmetro.cn,2011-03-10 16:01:00,2011-03-10 16:00:00,2011-03-10 管理用户 10031 上海申通地铁集团前总裁朱沪生到公司交流座谈 3月4日上午，上海申通地铁集团前总裁朱沪生在公司副总工程师崔天麟的陪同下参观考察1号线建设工地，先后考察了市体育馆站、二七广场站、紫荆山站、光大广场站和民航路站，朱... 3月4日上午，上海申通地铁集团前总裁朱沪生在公司副总工程师崔天麟的陪同下参观考察1号线建设工地，先后考察了市体育馆站、二七广场站、紫荆山站、,2025-12-24
721,ZZM_CN_82a875f80131,zzmetro.cn,2011-03-10 16:01:00,2011-03-10 16:00:00,"2011-03-10 管理用户 10915 市领导乔新国到郑州市轨道交通有限公司调研 3月3日上午，郑州市正市级领导乔新国在市重点项目办公室副主任吕明体的陪同下，到郑州市轨道交通有限公司调研。

    公司党委书记、董事长戴用堆向乔新国汇报了郑州市轨道... 3月3日上午，郑州市正市级领导乔新国在市重点项目办公室副主任吕明体的陪同下，到郑州市轨道交通有限公司调研。

    公司党委书记、董事长",2025-12-24
722,ZZM_CN_f520ee63014d,zzmetro.cn,2011-03-10 16:00:00,2011-03-10 16:00:00,2011-03-10 管理用户 10275 公司召开专题会议安排部署设备物资和运营筹备工作 3月1日上午，郑州市轨道交通有限公司在小会议室召开专题会议，安排部署设备物资和运营筹备工作。公司党委书记、董事长戴用堆，党委副书记、总经理郭拥军，市纪委、市监察局驻公... 3月1日上午，郑州市轨道交通有限公司在小会议室召开专题会议，安排部署设备物资和运营筹备工作。公司党委书记、董事长戴用堆，党委副书记、总,2025-12-24
723,ZZM_CN_e40e84bfd95f,zzmetro.cn,2011-03-10 15:59:00,2011-03-10 15:00:00,2011-03-10 管理用户 10504 公司召开2011年设计工作专题会议 为进一步推动郑州市轨道交通工程设计工作更好进展、提升，郑州市轨道交通有限公司设计管理单位——总工程师办公室搬入设计中心——奥园世贸大厦六楼，靠前指挥，强化管理。2... 为进一步推动郑州市轨道交通工程设计工作更好进展、提升，郑州市轨道交通有限公司设计管理单位——总工程师办公室搬入设计中心——奥园世贸大厦六楼，靠前指挥，,2025-12-24
724,ZZM_CN_63b596e94608,zzmetro.cn,2011-03-10 15:58:00,2011-03-10 15:00:00,2011-03-10 管理用户 11550 公司党委书记、董事长戴用堆检查2号线施工单位进场情况 2月26日，郑州市轨道交通有限公司党委书记、董事长戴用堆带领建设分公司负责人，到郑州市轨道交通2号线一期工程广播台站、新龙路站、北环路站、帆布厂街站，实地了解2号线施... 2月26日，郑州市轨道交通有限公司党委书记、董事长戴用堆带领建设分公司负责人，到郑州市轨道交通2号线一期工程广播台站、新龙路站、,2025-12-24
725,ZZM_CN_b4d4786b9d28,zzmetro.cn,2011-03-10 15:57:00,2011-03-10 15:00:00,2011-03-10 管理用户 13481 河南省住房和城乡建设厅建筑管理处副处长李新和一行到公司考察指导轨道交通专家库建立工作 2月24日上午，河南省住房和城乡建设厅建筑管理处副处长李新和、郑州市城乡建设委员会工程招投标监管处处长郭丽娴一行5人到郑州市轨道交通有限公司考察指导轨道交通专家库... 2月24日上午，河南省住房和城乡建设厅建筑管理处副处长李新和、郑州市城乡建设委员会工程招投标监管处处,2025-12-24
726,ZZM_CN_15d04fb26477,zzmetro.cn,2011-03-10 15:56:00,2011-03-10 15:00:00,"2011-03-10 管理用户 11510 郑州市轨道交通建设分公司揭牌 郑州市轨道交通建设分公司揭牌
——公司领导参加揭牌仪式并对建设分公司的组建工作调研
    为又好又快推动2011年及其后阶段郑州市轨道交通建设事业发展，根据公司工作任务的... 郑州市轨道交通建设分公司揭牌
——公司领导参加揭牌仪式并对建设分公司的组建工作调研
    为又好又快推动2011年及其后阶段郑州市轨道交通建设事",2025-12-24
727,ZZM_CN_231b2a7ff3b9,zzmetro.cn,2011-03-10 15:52:00,2011-03-10 15:00:00,2011-03-10 管理用户 10037 赵建才市长春节前慰问郑州市轨道交通工程参建队伍 在中华民族的传统节日春节即将到来之时，1月31日下午，郑州市市长赵建才在副市长张建慧、副秘书长陈新等的陪同下，携带大肉、粉条、食用油、大米等慰问品，来到轨道交通1号线施... 在中华民族的传统节日春节即将到来之时，1月31日下午，郑州市市长赵建才在副市长张建慧、副秘书长陈新等的陪同下，携带大肉、粉条、食用油,2025-12-24
728,ZZM_CN_cb59eb53fee4,zzmetro.cn,2011-01-28 16:11:00,2011-01-28 16:00:00,2011-01-28 管理用户 10278 董事长戴用堆检查节前安全生产及农民工工资发放情况 1月27日上午，郑州市轨道交通有限公司党委书记、董事长戴用堆带领公司项目部、质量安全部门负责人，到1号线市体育馆站、二七广场站、中原东路站及郑州市轨道交通工程管片生... 1月27日上午，郑州市轨道交通有限公司党委书记、董事长戴用堆带领公司项目部、质量安全部门负责人，到1号线市体育馆站、二七广场站、中原东,2025-12-24
729,ZZM_CN_c197688a61c4,zzmetro.cn,2011-01-28 16:09:00,2011-01-28 16:00:00,2011-01-28 管理用户 15769 郑州市公安局地铁派出所揭牌仪式举行 1月26日上午，郑州市公安局地铁派出所揭牌仪式在郑州市轨道交通有限公司院内隆重举行。郑州市轨道交通有限公司党委书记、董事长戴用堆，党委副书记、总经理郭拥军，市纪委、... 1月26日上午，郑州市公安局地铁派出所揭牌仪式在郑州市轨道交通有限公司院内隆重举行。郑州市轨道交通有限公司党委书记、董事长戴用堆，党委副书记、总经理,2025-12-24
730,ZZM_CN_dc0af7e895fa,zzmetro.cn,2011-01-28 16:05:00,2011-01-28 16:00:00,2011-01-28 管理用户 10349 河南省轨道交通产业技术创新战略联盟首届理事会圆满举行 1月25日下午，河南省轨道交通产业技术创新战略联盟首届理事会在郑州市轨道交通有限公司举行。河南省科技厅高新处副处长陶曼晞，郑州市科技局党委副书记、常务副局长苗晋琦，... 1月25日下午，河南省轨道交通产业技术创新战略联盟首届理事会在郑州市轨道交通有限公司举行。河南省科技厅高新处副处长陶曼晞，郑州市科,2025-12-24
731,ZZM_CN_c0e4ce399cac,zzmetro.cn,2011-01-28 16:02:00,2011-01-28 16:00:00,2011-01-28 管理用户 12413 公司举行2号线一期工程管线迁改工作座谈会 1月21日上午，郑州市轨道交通有限公司在花园映象酒店会议厅举行2号线一期工程管线迁改工作座谈会。市规划局副局长金建平，管线处处长鲁国军及各管线产权单位负责人，市检察院... 1月21日上午，郑州市轨道交通有限公司在花园映象酒店会议厅举行2号线一期工程管线迁改工作座谈会。市规划局副局长金建平，管线处处长鲁国军及各管,2025-12-24
732,ZZM_CN_933e316a5a68,zzmetro.cn,2011-01-20 15:11:00,2011-01-20 15:00:00,"2011-01-20 管理用户 10582 郑州市轨道交通1号线一期工程车辆及牵引系统采购项目签约 公司举行郑州市轨道交通1号线一期工程车辆及牵引系统采购项目签约仪式
    1月18日下午，郑州市轨道交通1号线一期工程车辆及牵引系统采购项目签约仪式在裕达国贸酒店隆重举行... 公司举行郑州市轨道交通1号线一期工程车辆及牵引系统采购项目签约仪式
    1月18日下午，郑州市轨道交通1号线一期工程",2025-12-24
733,ZZM_CN_ab4a9a5bee46,zzmetro.cn,2011-01-20 15:10:00,2011-01-20 15:00:00,2011-01-20 管理用户 10644 郑州轨道交通工程2010年第四季度承包企业法人代表巡视活动顺利举行 1月18日，由郑州市轨道交通有限公司组织的郑州轨道交通工程2010年第四季度承包企业法人代表巡视活动在郑州圆满举行。郑州市轨道交通工程48家参建单位负责人通过实地查看... 1月18日，由郑州市轨道交通有限公司组织的郑州轨道交通工程2010年第四季度承包企业法人代表巡视活动在郑州圆满举行,2025-12-24
734,ZZM_CN_e9932e2cfb04,zzmetro.cn,2011-01-20 15:09:00,2011-01-20 15:00:00,2011-01-20 管理用户 10586 市审计局副局长马志峰一行到公司检查指导工作 1月13日上午，郑州市审计局副局长马志峰带领市审计局投资处负责人及工作人员到郑州市轨道交通有限公司了解工程进展情况、检查指导审计工作。公司党委副书记、总经理郭拥... 1月13日上午，郑州市审计局副局长马志峰带领市审计局投资处负责人及工作人员到郑州市轨道交通有限公司了解工程进展情况、检查指导审计工作。公司党委副,2025-12-24
735,ZZM_CN_425018fd42b5,zzmetro.cn,2011-01-17 10:29:00,2011-01-17 10:00:00,"2011-01-17 管理用户 10098 市委书记连维良调研轨道交通工程建设 1月5日上午，市委书记连维良带领市直有关部门负责同志调研1号线未来路站工程建设前期工作。副市长张建慧等陪同调研。
    连维良一行仔细了解了未来路站工程建设前期征迁... 1月5日上午，市委书记连维良带领市直有关部门负责同志调研1号线未来路站工程建设前期工作。副市长张建慧等陪同调研。
    连维良一行仔细了解了未来",2025-12-24
736,ZZM_CN_0bc9e656c714,zzmetro.cn,2011-01-17 10:24:00,2011-01-17 10:00:00,2011-01-17 管理用户 10223 公司举行轨道交通工程建设应急演练 郑州市轨道交通工程自开工以来，郑州市轨道交通有限公司坚持“决策依据科学，指挥符合规律”、“质量第一、安全先行”、“时间服从质量、进度确保安全”、“质量决定生存... 郑州市轨道交通工程自开工以来，郑州市轨道交通有限公司坚持“决策依据科学，指挥符合规律”、“质量第一、安全先行”、“时间服从质量、进度确保安全”、“质量决定生,2025-12-24
737,ZZM_CN_e89241a55bf2,zzmetro.cn,2011-01-17 10:18:00,2011-01-17 10:00:00,2011-01-17 管理用户 10417 公司领导检查1号线部分站点还路于民及文明施工工作 12月28日下午，郑州市轨道交通有限公司党委书记、董事长戴用堆带领公司建设管理部门负责人，到1号线凯旋路站、秦岭路站、桐柏路站、市体育馆站、农业东路站，检查1号线还路于... 12月28日下午，郑州市轨道交通有限公司党委书记、董事长戴用堆带领公司建设管理部门负责人，到1号线凯旋路站、秦岭路站、桐柏路站、市,2025-12-24
738,ZZM_CN_b50f96d17657,zzmetro.cn,2011-01-17 10:16:00,2011-01-17 10:00:00,2011-01-17 管理用户 10322 郑州市城乡建设委员会工程招投标监管处郭丽娴处长一行到公司指导招标工作 12月23日下午，郑州市城乡建设委员会工程招投标监管处郭丽娴处长一行5人到郑州市轨道交通有限公司指导招标工作。公司党委副书记、总经理郭拥军，市纪委、市监察局特派员张... 12月23日下午，郑州市城乡建设委员会工程招投标监管处郭丽娴处长一行5人到郑州市轨道交通有限公司指导招标工作。公司,2025-12-24
739,ZZM_CN_ddd1f9724904,zzmetro.cn,2011-01-17 10:14:00,2011-01-17 10:00:00,2011-01-17 管理用户 10058 公司召开郑州市综合交通枢纽西广场地下空间开发设计方案工作会议 12月23日上午，郑州市轨道交通有限公司在公司小会议室召开郑州市综合交通枢纽西广场地下空间开发设计方案工作会议。公司党委副书记、总经理郭拥军，副总经理张洲，总工程师夏... 12月23日上午，郑州市轨道交通有限公司在公司小会议室召开郑州市综合交通枢纽西广场地下空间开发设计方案工作会议。公司党委,2025-12-24
740,ZZM_CN_fe210f193d0d,zzmetro.cn,2010-12-29 11:34:00,2010-12-29 11:00:00,"2010-12-29 管理用户 11425 郑州市轨道交通2号线一期工程顺利开工 “十”字型轨道交通架构助力中原经济区核心增长极建设
—郑州市轨道交通2号线一期工程顺利开工
    冬日的省会郑州，寒气袭人；地铁开工仪式装点下的紫荆山公园，喜气洋洋。12月2... “十”字型轨道交通架构助力中原经济区核心增长极建设
—郑州市轨道交通2号线一期工程顺利开工
    冬日的省会郑州，寒气袭人；地铁开工",2025-12-24
741,ZZM_CN_d05b651df386,zzmetro.cn,2010-12-29 11:01:00,2010-12-29 11:00:00,2010-12-29 管理用户 11409 郑州市轨道交通2号线一期工程土建施工总承包合同签约 在省市党委政府的正确领导和省市直有关部门的大力支持下，经过中国中铁股份有限公司与郑州市轨道交通有限公司共同努力，12月28日上午，2号线一期工程施工总承包合同在中州假... 在省市党委政府的正确领导和省市直有关部门的大力支持下，经过中国中铁股份有限公司与郑州市轨道交通有限公司共同努力，12月28日上午，,2025-12-24
